MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Vtas (MULTI),"2,612,228","2,997,864"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Unds,"10,501,965","10,304,716"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Vtas Unds,"2,069,909","1,609,898"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,REINA,Vtas Unds,"449,409","506,827"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Vtas Unds,"356,364","420,662"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Vtas Unds,"1,393,107","1,489,278"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Vtas Unds,"2,138,044","2,547,189"
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Valor - CATEGORIA,29.6%,23.2%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,REINA,Part. de Vtas Valor - CATEGORIA,5.1%,5.8%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Part. de Vtas Valor - CATEGORIA,4.3%,4.7%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Valor - CATEGORIA,19.0%,21.2%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Valor - CATEGORIA,24.3%,27.8%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas (MULTI) - CATEGORIA,25.8%,20.3%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,REINA,Part. de Vtas (MULTI) - CATEGORIA,5.6%,6.6%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Part. de Vtas (MULTI) - CATEGORIA,4.8%,5.6%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas (MULTI) - CATEGORIA,17.4%,19.1%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas (MULTI) - CATEGORIA,25.4%,29.6%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Unds - CATEGORIA,19.7%,15.6%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,REINA,Part. de Vtas Unds - CATEGORIA,4.3%,4.9%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Part. de Vtas Unds - CATEGORIA,3.4%,4.1%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Unds - CATEGORIA,13.3%,14.5%
T. EL SALVADOR AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Unds - CATEGORIA,20.4%,24.7%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Valor,"$23,274,736","$22,344,736"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ESPUMIL,Vtas Valor,"$1,282,328","$1,393,152"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Vtas Valor,"$8,250,740","$8,050,839"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,TEX,Vtas Valor,"$859,546","$751,610"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,XTRA,Vtas Valor,"$3,458,551","$3,614,175"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Vtas Valor,"$4,121,004","$3,579,209"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas (MULTI),"9,363,339","8,909,208"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ESPUMIL,Vtas (MULTI),"841,093","902,000"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Vtas (MULTI),"2,991,521","2,891,810"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,TEX,Vtas (MULTI),"452,788","415,792"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,XTRA,Vtas (MULTI),"1,267,736","1,304,320"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Vtas (MULTI),"1,547,788","1,346,374"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Unds,"12,552,286","12,195,310"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ESPUMIL,Vtas Unds,"1,138,787","1,243,780"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Vtas Unds,"2,447,720","2,378,151"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,TEX,Vtas Unds,"1,952,838","1,786,678"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,XTRA,Vtas Unds,"1,073,096","1,096,358"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Vtas Unds,"1,288,549","1,124,432"
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ESPUMIL,Part. de Vtas Valor - CATEGORIA,5.5%,6.2%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Valor - CATEGORIA,35.4%,36.0%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,TEX,Part. de Vtas Valor - CATEGORIA,3.7%,3.4%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Valor - CATEGORIA,14.9%,16.2%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Valor - CATEGORIA,17.7%,16.0%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ESPUMIL,Part. de Vtas (MULTI) - CATEGORIA,9.0%,10.1%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas (MULTI) - CATEGORIA,31.9%,32.5%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,TEX,Part. de Vtas (MULTI) - CATEGORIA,4.8%,4.7%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas (MULTI) - CATEGORIA,13.5%,14.6%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas (MULTI) - CATEGORIA,16.5%,15.1%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ESPUMIL,Part. de Vtas Unds - CATEGORIA,9.1%,10.2%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Unds - CATEGORIA,19.5%,19.5%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,TEX,Part. de Vtas Unds - CATEGORIA,15.6%,14.7%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Unds - CATEGORIA,8.5%,9.0%
T. EL SALVADOR TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Unds - CATEGORIA,10.3%,9.2%
T. HONDURAS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Valor,"$52,487,976","$51,564,973"
T. HONDURAS,JABON EN BARRA P/ROPA,MR MAX,Vtas Valor,"$16,091,343","$15,950,808"
T. HONDURAS,JABON EN BARRA P/ROPA,ROKU,Vtas Valor,"$3,524,357","$2,644,760"
T. HONDURAS,JABON EN BARRA P/ROPA,UNOX,Vtas Valor,"$1,974,157","$1,831,187"
T. HONDURAS,JABON EN BARRA P/ROPA,XTRA,Vtas Valor,"$4,122,433","$4,648,458"
T. HONDURAS,JABON EN BARRA P/ROPA,ZIXX,Vtas Valor,"$20,917,664","$20,222,444"
T. HONDURAS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas (MULTI),"21,785,353","20,958,465"
T. HONDURAS,JABON EN BARRA P/ROPA,MR MAX,Vtas (MULTI),"6,288,108","6,165,594"
T. HONDURAS,JABON EN BARRA P/ROPA,ROKU,Vtas (MULTI),"1,763,206","1,300,092"
T. HONDURAS,JABON EN BARRA P/ROPA,UNOX,Vtas (MULTI),"942,316","857,917"
T. HONDURAS,JABON EN BARRA P/ROPA,XTRA,Vtas (MULTI),"1,639,302","1,816,077"
T. HONDURAS,JABON EN BARRA P/ROPA,ZIXX,Vtas (MULTI),"8,265,697","7,878,838"
T. HONDURAS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Unds,"22,278,204","21,396,479"
T. HONDURAS,JABON EN BARRA P/ROPA,MR MAX,Vtas Unds,"4,699,947","4,508,885"
T. HONDURAS,JABON EN BARRA P/ROPA,ROKU,Vtas Unds,"1,465,207","1,081,498"
T. HONDURAS,JABON EN BARRA P/ROPA,UNOX,Vtas Unds,"2,923,776","2,559,899"
T. HONDURAS,JABON EN BARRA P/ROPA,XTRA,Vtas Unds,"1,601,022","1,623,610"
T. HONDURAS,JABON EN BARRA P/ROPA,ZIXX,Vtas Unds,"7,089,637","6,843,262"
T. HONDURAS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. HONDURAS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Valor - CATEGORIA,30.7%,30.9%
T. HONDURAS,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas Valor - CATEGORIA,6.7%,5.1%
T. HONDURAS,JABON EN BARRA P/ROPA,UNOX,Part. de Vtas Valor - CATEGORIA,3.8%,3.6%
T. HONDURAS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Valor - CATEGORIA,7.9%,9.0%
T. HONDURAS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Valor - CATEGORIA,39.9%,39.2%
T. HONDURAS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. HONDURAS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas (MULTI) - CATEGORIA,28.9%,29.4%
T. HONDURAS,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas (MULTI) - CATEGORIA,8.1%,6.2%
T. HONDURAS,JABON EN BARRA P/ROPA,UNOX,Part. de Vtas (MULTI) - CATEGORIA,4.3%,4.1%
T. HONDURAS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas (MULTI) - CATEGORIA,7.5%,8.7%
T. HONDURAS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas (MULTI) - CATEGORIA,37.9%,37.6%
T. HONDURAS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. HONDURAS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Unds - CATEGORIA,21.1%,21.1%
T. HONDURAS,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas Unds - CATEGORIA,6.6%,5.1%
T. HONDURAS,JABON EN BARRA P/ROPA,UNOX,Part. de Vtas Unds - CATEGORIA,13.1%,12.0%
T. HONDURAS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Unds - CATEGORIA,7.2%,7.6%
T. HONDURAS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Unds - CATEGORIA,31.8%,32.0%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Valor,"$12,507,755","$12,546,255"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Vtas Valor,"$2,948,472","$2,620,172"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ROKU,Vtas Valor,"$1,159,420","$927,967"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Vtas Valor,"$221,763","$450,717"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Vtas Valor,"$1,415,620","$1,612,220"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Vtas Valor,"$4,861,781","$4,872,945"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas (MULTI),"5,553,795","5,512,708"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Vtas (MULTI),"1,189,873","1,062,562"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ROKU,Vtas (MULTI),"622,308","489,376"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Vtas (MULTI),"118,130","248,639"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Vtas (MULTI),"572,052","649,945"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Vtas (MULTI),"2,028,462","2,029,560"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Unds,"7,085,242","7,124,630"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Vtas Unds,"1,398,294","1,234,777"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ROKU,Vtas Unds,"518,426","407,793"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Vtas Unds,"98,441","202,476"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Vtas Unds,"558,161","591,403"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Vtas Unds,"2,537,573","2,516,660"
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Valor - CATEGORIA,23.6%,20.9%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas Valor - CATEGORIA,9.3%,7.4%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Part. de Vtas Valor - CATEGORIA,1.8%,3.6%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Valor - CATEGORIA,11.3%,12.9%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Valor - CATEGORIA,38.9%,38.8%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas (MULTI) - CATEGORIA,21.4%,19.3%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas (MULTI) - CATEGORIA,11.2%,8.9%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Part. de Vtas (MULTI) - CATEGORIA,2.1%,4.5%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas (MULTI) - CATEGORIA,10.3%,11.8%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas (MULTI) - CATEGORIA,36.5%,36.8%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Unds - CATEGORIA,19.7%,17.3%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas Unds - CATEGORIA,7.3%,5.7%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Part. de Vtas Unds - CATEGORIA,1.4%,2.8%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Unds - CATEGORIA,7.9%,8.3%
T. HONDURAS AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Unds - CATEGORIA,35.8%,35.3%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Valor,"$39,980,222","$39,018,718"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Vtas Valor,"$13,142,871","$13,330,635"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ROKU,Vtas Valor,"$2,364,936","$1,716,793"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,UNOX,Vtas Valor,"$1,638,781","$1,463,913"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,XTRA,Vtas Valor,"$2,706,813","$3,036,238"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Vtas Valor,"$16,055,883","$15,349,499"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas (MULTI),"16,231,557","15,445,758"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Vtas (MULTI),"5,098,235","5,103,032"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ROKU,Vtas (MULTI),"1,140,898","810,717"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,UNOX,Vtas (MULTI),"763,175","671,103"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,XTRA,Vtas (MULTI),"1,067,250","1,166,132"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Vtas (MULTI),"6,237,235","5,849,278"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Unds,"15,192,962","14,271,849"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Vtas Unds,"3,301,654","3,274,108"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ROKU,Vtas Unds,"946,782","673,705"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,UNOX,Vtas Unds,"2,368,741","1,987,382"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,XTRA,Vtas Unds,"1,042,860","1,032,207"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Vtas Unds,"4,552,064","4,326,603"
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Valor - CATEGORIA,32.9%,34.2%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas Valor - CATEGORIA,5.9%,4.4%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,UNOX,Part. de Vtas Valor - CATEGORIA,4.1%,3.8%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Valor - CATEGORIA,6.8%,7.8%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Valor - CATEGORIA,40.2%,39.3%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas (MULTI) - CATEGORIA,31.4%,33.0%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas (MULTI) - CATEGORIA,7.0%,5.2%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,UNOX,Part. de Vtas (MULTI) - CATEGORIA,4.7%,4.3%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas (MULTI) - CATEGORIA,6.6%,7.6%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas (MULTI) - CATEGORIA,38.4%,37.9%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,MR MAX,Part. de Vtas Unds - CATEGORIA,21.7%,22.9%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ROKU,Part. de Vtas Unds - CATEGORIA,6.2%,4.7%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,UNOX,Part. de Vtas Unds - CATEGORIA,15.6%,13.9%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,XTRA,Part. de Vtas Unds - CATEGORIA,6.9%,7.2%
T. HONDURAS TRADIC.,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Unds - CATEGORIA,30.0%,30.3%
T. NICARAGUA,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Valor,"$51,247,150","$51,965,983"
T. NICARAGUA,JABON EN BARRA P/ROPA,MARFIL,Vtas Valor,"$11,167,932","$11,735,556"
T. NICARAGUA,JABON EN BARRA P/ROPA,O.MARCAS,Vtas Valor,"$6,666,096","$6,087,142"
T. NICARAGUA,JABON EN BARRA P/ROPA,RINSO,Vtas Valor,"$6,116,869","$6,831,593"
T. NICARAGUA,JABON EN BARRA P/ROPA,SUPER MARFIL,Vtas Valor,"$4,710,582","$5,137,951"
T. NICARAGUA,JABON EN BARRA P/ROPA,ZIXX,Vtas Valor,"$5,930,844","$6,395,968"
T. NICARAGUA,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas (MULTI),"23,289,225","22,962,069"
T. NICARAGUA,JABON EN BARRA P/ROPA,MARFIL,Vtas (MULTI),"4,471,453","4,581,228"
T. NICARAGUA,JABON EN BARRA P/ROPA,O.MARCAS,Vtas (MULTI),"3,160,727","2,751,099"
T. NICARAGUA,JABON EN BARRA P/ROPA,RINSO,Vtas (MULTI),"3,326,133","3,568,025"
T. NICARAGUA,JABON EN BARRA P/ROPA,SUPER MARFIL,Vtas (MULTI),"1,826,125","1,941,712"
T. NICARAGUA,JABON EN BARRA P/ROPA,ZIXX,Vtas (MULTI),"2,932,028","3,065,215"
T. NICARAGUA,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Unds,"44,139,520","45,396,004"
T. NICARAGUA,JABON EN BARRA P/ROPA,MARFIL,Vtas Unds,"6,407,825","6,850,831"
T. NICARAGUA,JABON EN BARRA P/ROPA,O.MARCAS,Vtas Unds,"1,847,706","1,720,650"
T. NICARAGUA,JABON EN BARRA P/ROPA,RINSO,Vtas Unds,"19,585,149","21,765,854"
T. NICARAGUA,JABON EN BARRA P/ROPA,SUPER MARFIL,Vtas Unds,"1,519,855","1,729,441"
T. NICARAGUA,JABON EN BARRA P/ROPA,ZIXX,Vtas Unds,"2,124,088","2,385,075"
T. NICARAGUA,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. NICARAGUA,JABON EN BARRA P/ROPA,MARFIL,Part. de Vtas Valor - CATEGORIA,21.8%,22.6%
T. NICARAGUA,JABON EN BARRA P/ROPA,O.MARCAS,Part. de Vtas Valor - CATEGORIA,13.0%,11.7%
T. NICARAGUA,JABON EN BARRA P/ROPA,RINSO,Part. de Vtas Valor - CATEGORIA,11.9%,13.1%
T. NICARAGUA,JABON EN BARRA P/ROPA,SUPER MARFIL,Part. de Vtas Valor - CATEGORIA,9.2%,9.9%
T. NICARAGUA,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Valor - CATEGORIA,11.6%,12.3%
T. NICARAGUA,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. NICARAGUA,JABON EN BARRA P/ROPA,MARFIL,Part. de Vtas (MULTI) - CATEGORIA,19.2%,20.0%
T. NICARAGUA,JABON EN BARRA P/ROPA,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,13.6%,12.0%
T. NICARAGUA,JABON EN BARRA P/ROPA,RINSO,Part. de Vtas (MULTI) - CATEGORIA,14.3%,15.5%
T. NICARAGUA,JABON EN BARRA P/ROPA,SUPER MARFIL,Part. de Vtas (MULTI) - CATEGORIA,7.8%,8.5%
T. NICARAGUA,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas (MULTI) - CATEGORIA,12.6%,13.3%
T. NICARAGUA,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. NICARAGUA,JABON EN BARRA P/ROPA,MARFIL,Part. de Vtas Unds - CATEGORIA,14.5%,15.1%
T. NICARAGUA,JABON EN BARRA P/ROPA,O.MARCAS,Part. de Vtas Unds - CATEGORIA,4.2%,3.8%
T. NICARAGUA,JABON EN BARRA P/ROPA,RINSO,Part. de Vtas Unds - CATEGORIA,44.4%,47.9%
T. NICARAGUA,JABON EN BARRA P/ROPA,SUPER MARFIL,Part. de Vtas Unds - CATEGORIA,3.4%,3.8%
T. NICARAGUA,JABON EN BARRA P/ROPA,ZIXX,Part. de Vtas Unds - CATEGORIA,4.8%,5.3%
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas Valor,"$17,515,307","$17,064,738"
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,MARFIL,Vtas Valor,"$5,125,115","$4,980,855"
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,O.MARCAS,Vtas Valor,"$2,078,473","$1,533,583"
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,SURF,Vtas Valor,"$957,791","$1,206,226"
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,XTRA,Vtas Valor,"$1,962,323","$2,098,301"
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,ZIXX,Vtas Valor,"$2,270,801","$2,493,708"
T. NICARAGUA AUTOSERVICIOS,JABON EN BARRA P/ROPA,JABON EN BARRA P/ROPA,Vtas (MULTI),"8,814,216","8,601,963"
