MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
T. GUATEMALA TRADIC.,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Unds - CATEGORIA,4.2%,5.0%
T. EL SALVADOR,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Valor,"$106,628,754","$102,517,296"
T. EL SALVADOR,ACEITES Y MANTECAS,CAPULLO,Vtas Valor,"$12,814,472","$13,844,766"
T. EL SALVADOR,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Valor,"$18,935,579","$16,175,193"
T. EL SALVADOR,ACEITES Y MANTECAS,EL DORADO,Vtas Valor,"$7,988,258","$6,348,133"
T. EL SALVADOR,ACEITES Y MANTECAS,MAZOLA,Vtas Valor,"$19,258,778","$18,268,683"
T. EL SALVADOR,ACEITES Y MANTECAS,ORISOL,Vtas Valor,"$31,681,083","$31,439,778"
T. EL SALVADOR,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas (MULTI),"32,839,431","32,443,525"
T. EL SALVADOR,ACEITES Y MANTECAS,CAPULLO,Vtas (MULTI),"4,729,359","5,460,948"
T. EL SALVADOR,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas (MULTI),"6,527,164","6,142,013"
T. EL SALVADOR,ACEITES Y MANTECAS,EL DORADO,Vtas (MULTI),"2,778,213","2,275,412"
T. EL SALVADOR,ACEITES Y MANTECAS,MAZOLA,Vtas (MULTI),"5,897,488","5,858,897"
T. EL SALVADOR,ACEITES Y MANTECAS,ORISOL,Vtas (MULTI),"9,583,887","9,937,192"
T. EL SALVADOR,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Unds,"43,641,249","41,234,240"
T. EL SALVADOR,ACEITES Y MANTECAS,CAPULLO,Vtas Unds,"6,406,807","6,409,806"
T. EL SALVADOR,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Unds,"7,837,682","7,360,917"
T. EL SALVADOR,ACEITES Y MANTECAS,EL DORADO,Vtas Unds,"3,327,194","2,603,483"
T. EL SALVADOR,ACEITES Y MANTECAS,MAZOLA,Vtas Unds,"6,485,589","6,396,315"
T. EL SALVADOR,ACEITES Y MANTECAS,ORISOL,Vtas Unds,"13,798,757","13,308,408"
T. EL SALVADOR,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas Valor - CATEGORIA,12.0%,13.5%
T. EL SALVADOR,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,17.8%,15.8%
T. EL SALVADOR,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas Valor - CATEGORIA,7.5%,6.2%
T. EL SALVADOR,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Valor - CATEGORIA,18.1%,17.8%
T. EL SALVADOR,ACEITES Y MANTECAS,ORISOL,Part. de Vtas Valor - CATEGORIA,29.7%,30.7%
T. EL SALVADOR,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas (MULTI) - CATEGORIA,14.4%,16.8%
T. EL SALVADOR,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,19.9%,18.9%
T. EL SALVADOR,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas (MULTI) - CATEGORIA,8.5%,7.0%
T. EL SALVADOR,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas (MULTI) - CATEGORIA,18.0%,18.1%
T. EL SALVADOR,ACEITES Y MANTECAS,ORISOL,Part. de Vtas (MULTI) - CATEGORIA,29.2%,30.6%
T. EL SALVADOR,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas Unds - CATEGORIA,14.7%,15.5%
T. EL SALVADOR,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,18.0%,17.9%
T. EL SALVADOR,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas Unds - CATEGORIA,7.6%,6.3%
T. EL SALVADOR,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Unds - CATEGORIA,14.9%,15.5%
T. EL SALVADOR,ACEITES Y MANTECAS,ORISOL,Part. de Vtas Unds - CATEGORIA,31.6%,32.3%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Valor,"$66,951,075","$64,840,873"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CAPULLO,Vtas Valor,"$5,104,749","$7,351,912"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Valor,"$18,935,579","$16,175,193"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,EL DORADO,Vtas Valor,"$3,871,541","$3,329,728"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Vtas Valor,"$11,504,141","$10,649,607"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ORISOL,Vtas Valor,"$14,453,030","$13,409,633"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas (MULTI),"20,182,246","20,331,257"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CAPULLO,Vtas (MULTI),"1,960,481","3,090,932"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas (MULTI),"6,527,164","6,142,013"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,EL DORADO,Vtas (MULTI),"1,397,651","1,263,169"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Vtas (MULTI),"3,548,356","3,526,636"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ORISOL,Vtas (MULTI),"4,375,731","4,337,786"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Unds,"21,139,584","20,388,508"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CAPULLO,Vtas Unds,"2,090,067","2,657,505"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Unds,"7,837,682","7,360,917"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,EL DORADO,Vtas Unds,"1,231,688","1,081,154"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Vtas Unds,"3,116,804","3,034,904"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ORISOL,Vtas Unds,"3,900,339","3,654,899"
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas Valor - CATEGORIA,7.6%,11.3%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,28.3%,24.9%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas Valor - CATEGORIA,5.8%,5.1%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Valor - CATEGORIA,17.2%,16.4%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ORISOL,Part. de Vtas Valor - CATEGORIA,21.6%,20.7%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas (MULTI) - CATEGORIA,9.7%,15.2%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,32.3%,30.2%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas (MULTI) - CATEGORIA,6.9%,6.2%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas (MULTI) - CATEGORIA,17.6%,17.3%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ORISOL,Part. de Vtas (MULTI) - CATEGORIA,21.7%,21.3%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas Unds - CATEGORIA,9.9%,13.0%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,37.1%,36.1%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas Unds - CATEGORIA,5.8%,5.3%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Unds - CATEGORIA,14.7%,14.9%
T. EL SALVADOR AUTOSERVICIOS,ACEITES Y MANTECAS,ORISOL,Part. de Vtas Unds - CATEGORIA,18.5%,17.9%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Valor,"$39,677,679","$37,676,423"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,CAPULLO,Vtas Valor,"$7,709,722","$6,492,854"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,EL DORADO,Vtas Valor,"$4,116,716","$3,018,405"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,MAZOLA,Vtas Valor,"$7,754,637","$7,619,076"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,NIEVE,Vtas Valor,"$1,267,555","$1,206,690"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ORISOL,Vtas Valor,"$17,228,053","$18,030,145"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas (MULTI),"12,657,185","12,112,268"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,CAPULLO,Vtas (MULTI),"2,768,878","2,370,016"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,EL DORADO,Vtas (MULTI),"1,380,561","1,012,243"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,MAZOLA,Vtas (MULTI),"2,349,132","2,332,260"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,NIEVE,Vtas (MULTI),"440,377","404,178"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ORISOL,Vtas (MULTI),"5,208,156","5,599,406"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Unds,"22,501,665","20,845,733"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,CAPULLO,Vtas Unds,"4,316,740","3,752,301"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,EL DORADO,Vtas Unds,"2,095,506","1,522,329"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,MAZOLA,Vtas Unds,"3,368,785","3,361,411"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,NIEVE,Vtas Unds,"2,201,883","2,020,892"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ORISOL,Vtas Unds,"9,898,417","9,653,509"
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas Valor - CATEGORIA,19.4%,17.2%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas Valor - CATEGORIA,10.4%,8.0%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Valor - CATEGORIA,19.5%,20.2%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,NIEVE,Part. de Vtas Valor - CATEGORIA,3.2%,3.2%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ORISOL,Part. de Vtas Valor - CATEGORIA,43.4%,47.9%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas (MULTI) - CATEGORIA,21.9%,19.6%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas (MULTI) - CATEGORIA,10.9%,8.4%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas (MULTI) - CATEGORIA,18.6%,19.3%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,NIEVE,Part. de Vtas (MULTI) - CATEGORIA,3.5%,3.3%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ORISOL,Part. de Vtas (MULTI) - CATEGORIA,41.1%,46.2%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,CAPULLO,Part. de Vtas Unds - CATEGORIA,19.2%,18.0%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,EL DORADO,Part. de Vtas Unds - CATEGORIA,9.3%,7.3%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Unds - CATEGORIA,15.0%,16.1%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,NIEVE,Part. de Vtas Unds - CATEGORIA,9.8%,9.7%
T. EL SALVADOR TRADIC.,ACEITES Y MANTECAS,ORISOL,Part. de Vtas Unds - CATEGORIA,44.0%,46.3%
T. HONDURAS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Valor,"$81,670,020","$82,845,369"
T. HONDURAS,ACEITES Y MANTECAS,CLOVER,Vtas Valor,"$19,000,633","$18,641,246"
T. HONDURAS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Valor,"$12,010,766","$11,562,205"
T. HONDURAS,ACEITES Y MANTECAS,DORAL,Vtas Valor,"$3,022,156","$2,990,130"
T. HONDURAS,ACEITES Y MANTECAS,MAZOLA,Vtas Valor,"$16,951,337","$18,310,657"
T. HONDURAS,ACEITES Y MANTECAS,O.MARCAS,Vtas Valor,"$20,002,865","$19,896,943"
T. HONDURAS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas (MULTI),"28,288,176","27,751,659"
T. HONDURAS,ACEITES Y MANTECAS,CLOVER,Vtas (MULTI),"6,773,022","6,279,808"
T. HONDURAS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas (MULTI),"4,321,625","4,243,930"
T. HONDURAS,ACEITES Y MANTECAS,DORAL,Vtas (MULTI),"1,195,832","1,074,889"
T. HONDURAS,ACEITES Y MANTECAS,MAZOLA,Vtas (MULTI),"5,223,242","5,554,860"
T. HONDURAS,ACEITES Y MANTECAS,O.MARCAS,Vtas (MULTI),"8,241,785","7,985,989"
T. HONDURAS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Unds,"50,464,391","48,199,987"
T. HONDURAS,ACEITES Y MANTECAS,CLOVER,Vtas Unds,"15,761,862","14,337,111"
T. HONDURAS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Unds,"4,313,023","4,282,620"
T. HONDURAS,ACEITES Y MANTECAS,DORAL,Vtas Unds,"3,708,572","3,322,056"
T. HONDURAS,ACEITES Y MANTECAS,MAZOLA,Vtas Unds,"8,927,767","9,472,215"
T. HONDURAS,ACEITES Y MANTECAS,O.MARCAS,Vtas Unds,"14,529,337","13,389,571"
T. HONDURAS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. HONDURAS,ACEITES Y MANTECAS,CLOVER,Part. de Vtas Valor - CATEGORIA,23.3%,22.5%
T. HONDURAS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,14.7%,14.0%
T. HONDURAS,ACEITES Y MANTECAS,DORAL,Part. de Vtas Valor - CATEGORIA,3.7%,3.6%
T. HONDURAS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Valor - CATEGORIA,20.8%,22.1%
T. HONDURAS,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,24.5%,24.0%
T. HONDURAS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. HONDURAS,ACEITES Y MANTECAS,CLOVER,Part. de Vtas (MULTI) - CATEGORIA,23.9%,22.6%
T. HONDURAS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,15.3%,15.3%
T. HONDURAS,ACEITES Y MANTECAS,DORAL,Part. de Vtas (MULTI) - CATEGORIA,4.2%,3.9%
T. HONDURAS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas (MULTI) - CATEGORIA,18.5%,20.0%
T. HONDURAS,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,29.1%,28.8%
T. HONDURAS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. HONDURAS,ACEITES Y MANTECAS,CLOVER,Part. de Vtas Unds - CATEGORIA,31.2%,29.7%
T. HONDURAS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,8.5%,8.9%
T. HONDURAS,ACEITES Y MANTECAS,DORAL,Part. de Vtas Unds - CATEGORIA,7.3%,6.9%
T. HONDURAS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Unds - CATEGORIA,17.7%,19.7%
T. HONDURAS,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,28.8%,27.8%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Valor,"$36,082,988","$36,893,706"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CLOVER,Vtas Valor,"$4,596,297","$4,393,273"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Valor,"$12,010,766","$11,562,205"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,IDEAL,Vtas Valor,"$2,158,198","$2,207,923"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Vtas Valor,"$8,650,019","$9,212,762"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,O.MARCAS,Vtas Valor,"$2,734,595","$3,038,462"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas (MULTI),"10,610,367","10,656,871"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CLOVER,Vtas (MULTI),"1,483,053","1,339,285"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas (MULTI),"4,321,625","4,243,930"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,IDEAL,Vtas (MULTI),"620,915","632,211"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Vtas (MULTI),"2,501,647","2,672,516"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,O.MARCAS,Vtas (MULTI),"706,256","754,062"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Unds,"11,283,059","11,563,172"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CLOVER,Vtas Unds,"1,676,009","1,603,145"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Vtas Unds,"4,313,023","4,282,620"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,IDEAL,Vtas Unds,"347,139","302,245"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Vtas Unds,"2,975,883","3,204,603"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,O.MARCAS,Vtas Unds,"958,607","1,034,620"
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CLOVER,Part. de Vtas Valor - CATEGORIA,12.7%,11.9%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Valor - CATEGORIA,33.3%,31.3%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,IDEAL,Part. de Vtas Valor - CATEGORIA,6.0%,6.0%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Valor - CATEGORIA,24.0%,25.0%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,7.6%,8.2%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CLOVER,Part. de Vtas (MULTI) - CATEGORIA,14.0%,12.6%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas (MULTI) - CATEGORIA,40.7%,39.8%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,IDEAL,Part. de Vtas (MULTI) - CATEGORIA,5.9%,5.9%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas (MULTI) - CATEGORIA,23.6%,25.1%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,6.7%,7.1%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CLOVER,Part. de Vtas Unds - CATEGORIA,14.9%,13.9%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,CONTROLLED LABEL,Part. de Vtas Unds - CATEGORIA,38.2%,37.0%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,IDEAL,Part. de Vtas Unds - CATEGORIA,3.1%,2.6%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Unds - CATEGORIA,26.4%,27.7%
T. HONDURAS AUTOSERVICIOS,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,8.5%,8.9%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Valor,"$45,587,032","$45,951,663"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,CLOVER,Vtas Valor,"$14,404,336","$14,247,974"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,DORAL,Vtas Valor,"$3,007,064","$2,974,666"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ISSIMA,Vtas Valor,"$1,372,429","$1,460,106"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,MAZOLA,Vtas Valor,"$8,301,318","$9,097,895"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,O.MARCAS,Vtas Valor,"$17,268,270","$16,858,481"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas (MULTI),"17,677,809","17,094,788"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,CLOVER,Vtas (MULTI),"5,289,969","4,940,523"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,DORAL,Vtas (MULTI),"1,186,011","1,069,137"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ISSIMA,Vtas (MULTI),"566,397","577,915"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,MAZOLA,Vtas (MULTI),"2,721,595","2,882,345"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,O.MARCAS,Vtas (MULTI),"7,535,529","7,231,928"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Vtas Unds,"39,181,332","36,636,816"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,CLOVER,Vtas Unds,"14,085,853","12,733,966"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,DORAL,Vtas Unds,"3,694,927","3,303,441"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ISSIMA,Vtas Unds,"1,385,240","1,418,423"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,MAZOLA,Vtas Unds,"5,951,884","6,267,613"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,O.MARCAS,Vtas Unds,"13,570,729","12,354,951"
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,CLOVER,Part. de Vtas Valor - CATEGORIA,31.6%,31.0%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,DORAL,Part. de Vtas Valor - CATEGORIA,6.6%,6.5%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ISSIMA,Part. de Vtas Valor - CATEGORIA,3.0%,3.2%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas Valor - CATEGORIA,18.2%,19.8%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,37.9%,36.7%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,CLOVER,Part. de Vtas (MULTI) - CATEGORIA,29.9%,28.9%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,DORAL,Part. de Vtas (MULTI) - CATEGORIA,6.7%,6.3%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ISSIMA,Part. de Vtas (MULTI) - CATEGORIA,3.2%,3.4%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,MAZOLA,Part. de Vtas (MULTI) - CATEGORIA,15.4%,16.9%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,42.6%,42.3%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,ACEITES Y MANTECAS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,CLOVER,Part. de Vtas Unds - CATEGORIA,36.0%,34.8%
T. HONDURAS TRADIC.,ACEITES Y MANTECAS,DORAL,Part. de Vtas Unds - CATEGORIA,9.4%,9.0%
